id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
121568,121574,4000,4000,1925, 36 months,0.0964,128.41,B,B4,< 1 year,NONE,100000,Not Verified,2007-08-01,Fully Paid,950xx,CA,15,0,01-05-1999,1,NA,NA,6,0,8155,0.149,8,f,0,0,4622.489229,2224.58,4000,622.49,0,0,0,2010-09-01,129.76,2007-08-01
121824,121808,3000,3000,2175, 36 months,0.087,94.98,B,B1,5 years,MORTGAGE,62000,Not Verified,2007-08-01,Fully Paid,331xx,FL,12.23,0,01-02-2000,0,0,0,10,0,3678,0.307,14,f,0,0,3158.893661,2290.21,3000,158.89,0,0,0,2008-05-01,2494.29,2015-01-01
122070,120407,5400,5400,1650, 36 months,0.1217,179.8,D,D2,1 year,MORTGAGE,35000,Not Verified,2007-08-01,Fully Paid,023xx,MA,7.1,0,01-07-1999,2,42,0,10,0,2040,0.362,21,f,0,0,6446.047047,1969.62,5400,1046.05,0,0,0,2010-04-01,1055.1,2012-01-01
122404,122398,12750,12750,1600, 36 months,0.1533,444.05,F,F2,1 year,RENT,60000,Not Verified,2007-08-01,Fully Paid,100xx,NY,19.52,0,01-03-2000,2,0,0,9,0,33074,0.688,9,f,0,0,13813.15438,1733.47,12750,1063.15,0,0,0,2008-04-01,11149.39,2007-08-01
122637,104675,4000,4000,1550, 36 months,0.0775,124.89,A,A3,1 year,OWN,61800,Not Verified,2007-08-01,Fully Paid,069xx,CT,3.46,0,01-09-2000,0,0,0,12,0,1918,0.171,16,f,0,0,4495.838507,1742.16,4000,495.84,0,0,0,2010-09-01,126.29,2010-08-01
122718,122713,18500,18500,800, 36 months,0.1533,644.3,F,F2,1 year,RENT,90000,Not Verified,2007-08-01,Fully Paid,100xx,NY,5.24,0,01-10-2002,0,0,0,8,0,22379,0.622,15,f,0,0,20042.61423,866.8,18500,1542.61,0,0,0,2008-04-01,16177.15,2011-02-01
123228,120995,20000,20000,975, 36 months,0.0964,642.02,B,B4,< 1 year,RENT,96000,Not Verified,2007-09-01,Charged Off,112xx,NY,2.86,0,01-08-2001,0,0,0,4,0,10296,0.425,8,f,0,0,12838.44,624.61,10395.56,2442.88,0,0,0,2009-05-01,642.02,2016-05-01
123230,80353,3175,3175,1425, 36 months,0.1154,104.76,C,C5,< 1 year,OWN,15000,Not Verified,2007-08-01,Charged Off,015xx,MA,12.24,0,01-02-2004,3,0,0,16,0,2867,0.551,17,f,0,0,628.19,281.8,455.95,172.24,0,0,0,2008-03-01,104.76,2016-04-01
124436,124430,4800,4800,3075, 36 months,0.1122,157.66,C,C4,5 years,RENT,30000,Not Verified,2007-09-01,Fully Paid,685xx,NE,12.36,0,01-10-2002,0,0,0,9,0,12310,0.861,15,f,0,0,5675.572528,3635.91,4800,875.57,0,0,0,2010-09-01,160.09,2014-08-01
125671,125668,12125,12125,5075, 36 months,0.087,383.87,B,B1,10+ years,MORTGAGE,150000,Not Verified,2007-09-01,Fully Paid,115xx,NY,4.8,0,01-02-1971,0,0,0,10,0,61921,0.391,27,f,0,0,13819.081,5784.07,12125,1694.08,0,0,0,2010-09-01,385.26,2010-09-01
125897,124159,6625,6625,2325, 36 months,0.1122,217.6,C,C4,2 years,MORTGAGE,88000,Not Verified,2007-09-01,Fully Paid,201xx,VA,18,0,01-06-1997,2,0,0,9,0,16738,0.261,24,f,0,0,7174.090957,2517.7,6625,549.09,0,0,0,2008-08-01,2329.53,2015-11-01
126213,126209,9500,9500,3900, 36 months,0.0807,297.99,A,A4,2 years,OWN,63000,Not Verified,2007-09-01,Fully Paid,021xx,MA,3.49,0,01-05-1991,1,0,0,13,0,40384,0.092,28,f,0,0,10727.30463,4403.84,9500,1227.3,0,0,0,2010-09-01,299.36,2010-09-01
126215,125654,5000,5000,2100, 36 months,0.0775,156.11,A,A3,< 1 year,RENT,45000,Not Verified,2007-09-01,Fully Paid,445xx,OH,5,0,01-10-2001,2,0,0,8,0,1359,0.056,16,f,0,0,5459.636223,2293.05,5000,459.64,0,0,0,2009-05-01,143.94,2009-05-01
126287,125787,10000,10000,2925, 36 months,0.1154,329.95,C,C5,9 years,MORTGAGE,225000,Not Verified,2007-09-01,Fully Paid,017xx,MA,20,0,01-06-1979,2,0,0,18,0,107501,0.448,34,f,0,0,11068.42185,3237.51,10000,1068.42,0,0,0,2008-10-01,7110.05,2008-09-01
126392,125914,10000,10000,2725, 36 months,0.0807,313.67,A,A4,< 1 year,MORTGAGE,173000,Not Verified,2007-09-01,Fully Paid,531xx,WI,0.72,0,01-09-1985,3,0,0,14,0,3054,0.056,41,f,0,0,10435.30342,2843.62,10000,435.3,0,0,0,2008-04-01,8553.6,2007-08-01
126776,126773,9500,9500,1225, 36 months,0.0807,297.99,A,A4,2 years,OWN,90000,Not Verified,2007-10-01,Fully Paid,021xx,MA,2.44,0,01-11-1983,0,0,0,11,0,40384,0.096,25,f,0,0,10727.30463,1383.26,9500,1227.3,0,0,0,2010-10-01,305.23,2010-09-01
126788,126782,7500,7500,5800, 36 months,0.0933,239.65,B,B3,6 years,MORTGAGE,93000,Not Verified,2007-09-01,Fully Paid,331xx,FL,9.66,0,01-04-1995,3,0,0,9,0,128000,0,18,f,0,0,8104.154188,6267.21,7500,604.15,0,0,0,2008-09-01,5468.54,2008-08-01
127213,85483,2000,2000,1575, 36 months,0.0712,61.87,A,A1,10+ years,MORTGAGE,118000,Not Verified,2007-09-01,Fully Paid,020xx,MA,0.43,0,01-06-1991,0,NA,NA,14,0,4709,0.185,8,f,0,0,2219.432551,1747.8,2000,219.43,0,0,0,2010-04-01,3.06,2010-04-01
127353,127345,2850,2850,1050, 36 months,0.1186,94.47,D,D1,3 years,RENT,45000,Not Verified,2007-09-01,Fully Paid,100xx,NY,2.8,1,01-09-1992,0,4,0,5,0,2850,0.75,19,f,0,0,3381.645272,1245.87,2850,531.65,0,0,0,2010-04-01,9.29,2010-04-01
127472,127460,2125,2125,550, 36 months,0.1501,73.68,F,F1,< 1 year,MORTGAGE,96000,Not Verified,2007-09-01,Charged Off,282xx,NC,16.89,0,01-07-1996,0,46,0,5,0,51,0,9,f,0,0,2580.248838,666.85,943.58,382.27,0,1254.398838,444.25,2009-03-01,73.68,2016-05-01
127504,127500,10000,10000,1322, 36 months,0.0807,313.67,A,A4,6 years,MORTGAGE,150000,Not Verified,2007-11-01,Fully Paid,024xx,MA,5.84,0,01-02-1993,0,0,0,7,0,37152,0.037,19,f,0,0,11291.91405,1489.2,10000,1291.92,0,0,0,2010-11-01,317.43,2010-11-01
127531,127525,17000,17000,300, 36 months,0.0933,543.2,B,B3,10+ years,RENT,75000,Not Verified,2007-09-01,Fully Paid,104xx,NY,9.55,0,01-01-1992,1,0,0,13,0,3839,0.166,24,f,0,0,19555.18587,345.09,17000,2555.19,0,0,0,2010-09-01,545.37,2015-11-01
127719,127716,10000,10000,3688, 36 months,0.0807,313.67,A,A4,3 years,MORTGAGE,85000,Not Verified,2007-11-01,Fully Paid,024xx,MA,3.11,0,01-02-1993,0,0,0,6,0,37152,0.037,12,f,0,0,11291.91956,4141.29,10000,1291.92,0,0,0,2010-11-01,323.55,2010-11-01
127830,127824,8000,8000,150, 36 months,0.1217,266.37,D,D2,9 years,MORTGAGE,70000,Not Verified,2007-09-01,Charged Off,337xx,FL,10.2,1,01-10-1997,0,22,0,15,0,26283,0.395,20,f,0,0,7294.65,136.4,5717.45,1474.29,0,102.91,1.04,2009-12-01,266.37,2010-05-01
128635,127807,6500,6500,500, 36 months,0.1028,210.6,C,C1,< 1 year,OWN,45000,Not Verified,2007-09-01,Fully Paid,125xx,NY,5.87,0,01-12-2002,0,0,0,6,0,5607,0.422,7,f,0,0,7648.052287,588.31,6500,1088.05,59.99999996,0,0,2010-10-01,188.8,2012-04-01
128881,128775,7000,7000,75, 36 months,0.1249,234.15,D,D3,< 1 year,RENT,23000,Not Verified,2007-09-01,Fully Paid,871xx,NM,5.01,0,01-08-2004,3,0,0,3,0,1061,0.819,4,f,0,0,8570.680502,91.83,7000,1540.68,30,0,0,2010-11-01,126.36,2010-10-01
129745,129716,10000,10000,275, 36 months,0.1028,323.99,C,C1,3 years,RENT,120000,Not Verified,2007-09-01,Fully Paid,282xx,NC,14.4,0,01-11-1994,1,0,0,8,0,56740,0.775,23,f,0,0,11663.55831,320.75,10000,1663.56,0,0,0,2010-10-01,327.94,2010-09-01
130512,130019,7250,7250,425, 36 months,0.1059,235.96,C,C2,5 years,MORTGAGE,57000,Not Verified,2007-10-01,Fully Paid,210xx,MD,7.22,0,01-08-1992,1,0,0,11,0,40598,0.773,42,f,0,0,8192.665786,480.26,7250,942.67,0,0,0,2009-05-01,3946.77,2010-03-01
130735,130725,10250,10250,925, 36 months,0.1438,352.22,E,E4,4 years,RENT,72000,Not Verified,2007-10-01,Fully Paid,331xx,FL,17.83,0,01-03-2004,1,0,0,28,0,3815,0.065,32,f,0,0,11444.36549,1032.78,10250,1194.37,0,0,0,2008-09-01,7924.41,2008-08-01
130907,130904,3775,3775,925, 36 months,0.0743,117.31,A,A2,7 years,MORTGAGE,120000,Not Verified,2007-10-01,Fully Paid,641xx,MO,0,0,01-12-1996,1,64,0,10,0,0,0,22,f,0,0,4191.717919,1027.11,3775,416.72,0,0,0,2010-08-01,9.7,2016-03-01
130986,130983,2100,2100,1825, 36 months,0.0712,64.96,A,A1,< 1 year,RENT,110000,Not Verified,2007-10-01,Fully Paid,024xx,MA,0.22,0,01-05-1963,0,0,0,4,0,50,0.003,6,f,0,0,2338.44735,2032.22,2100,238.45,0,0,0,2010-10-01,69.15,2010-12-01
131223,129367,20000,20000,1200, 36 months,0.1565,699.69,F,F3,6 years,RENT,92000,Not Verified,2007-10-01,Fully Paid,208xx,MD,1.53,0,01-11-1997,1,34,0,4,0,4569,0.564,7,f,0,0,25188.82338,1511.33,20000,5188.82,0,0,0,2010-10-01,707.68,2010-09-01
131387,113921,6000,6000,600, 36 months,0.1059,195.27,C,C2,2 years,RENT,19000,Not Verified,2007-10-01,Fully Paid,100xx,NY,8.15,0,01-04-1999,0,0,0,6,0,8528,0.861,7,f,0,0,7029.69413,702.97,6000,1029.69,0,0,0,2010-10-01,198.8,2010-09-01
131618,131612,9000,9000,775, 36 months,0.1122,295.59,C,C4,< 1 year,RENT,32400,Not Verified,2007-10-01,Fully Paid,852xx,AZ,22.15,0,01-01-2000,0,0,0,11,0,14345,0.458,21,f,0,0,10641.12426,916.33,9000,1641.12,0,0,0,2010-10-01,298.04,2013-03-01
131649,131639,6625,6625,1025, 36 months,0.1122,217.59,C,C4,3 years,RENT,50000,Not Verified,2007-10-01,Fully Paid,980xx,WA,18.38,0,01-07-1998,1,41,0,11,0,113,0.024,21,f,0,0,7833.037378,1211.92,6625,1208.04,0,0,0,2010-10-01,219.63,2010-09-01
131782,131769,7725,7725,1025, 36 months,0.1375,263.09,E,E2,< 1 year,RENT,62200,Not Verified,2007-10-01,Charged Off,100xx,NY,9.8,0,01-04-1999,3,0,0,8,0,12231,0.81,13,f,0,0,6138,812.88,4386.34,1601.56,0,150.1,1.6,2009-12-01,50.09,2010-05-01
132062,130915,7200,7200,1250, 36 months,0.1467,248.43,E,E5,3 years,RENT,57000,Not Verified,2007-10-01,Fully Paid,015xx,MA,20.76,1,01-06-1997,0,8,0,14,0,13552,0.691,18,f,0,0,8943.420138,1552.69,7200,1743.42,0,0,0,2010-10-01,252.65,2016-04-01
132172,132154,6000,6000,900, 36 months,0.1028,194.4,C,C1,< 1 year,MORTGAGE,87300,Not Verified,2007-10-01,Fully Paid,633xx,MO,10.6,0,01-11-2000,0,0,0,11,0,16813,0.639,13,f,0,0,6939.838576,1040.98,6000,939.84,0,0,0,2010-02-01,1692.37,2010-02-01
132892,132889,9000,9000,700, 36 months,0.1249,301.04,D,D3,8 years,MORTGAGE,39000,Not Verified,2007-10-01,Charged Off,207xx,MD,5.08,0,01-08-1997,3,60,117,9,1,26233,0.629,37,f,0,0,4015.96,311.64,1496.83,609.26,0,1909.87,668.36,2008-05-01,301.05,2016-05-01
132946,132940,5275,5275,975, 36 months,0.0743,163.92,A,A2,9 years,MORTGAGE,85000,Not Verified,2007-10-01,Fully Paid,286xx,NC,2.64,0,01-07-1982,0,0,0,7,0,5760,0.16,10,f,0,0,5900.951139,1090.7,5275,625.95,0,0,0,2010-10-01,172.42,2010-10-01
133301,133259,4650,4650,775, 36 months,0.1028,150.66,C,C1,10+ years,MORTGAGE,45600,Not Verified,2007-10-01,Charged Off,630xx,MO,3.26,1,01-11-1989,1,22,0,3,0,105,0.35,25,f,0,0,4073.98,677.96,2938.05,676.44,0,459.49,124.88,2009-10-01,150.66,2016-05-01
133685,133664,6625,6625,950, 36 months,0.1122,217.59,C,C4,3 years,RENT,57100,Not Verified,2007-10-01,Fully Paid,201xx,VA,13.77,0,01-10-2001,0,0,0,10,0,11490,0.957,11,f,0,0,7762.02533,1113.05,6625,1137.03,0,0,0,2010-02-01,1888.34,2010-03-01
134436,134417,2525,2525,1000, 36 months,0.1312,85.23,D,D5,< 1 year,MORTGAGE,40000,Not Verified,2007-10-01,Fully Paid,846xx,UT,20.67,1,01-05-1993,3,23,0,13,0,17641,0.305,24,f,0,0,3068.020133,1215.06,2525,543.02,0,0,0,2010-10-01,89.89,2015-08-01
135201,135198,10000,10000,200, 36 months,0.1122,328.43,C,C4,8 years,MORTGAGE,30000,Not Verified,2007-10-01,Fully Paid,462xx,IN,20.4,0,01-10-1998,3,0,0,5,0,0,0,9,f,0,0,10273.97249,205.52,10000,273.97,0,0,0,2008-01-01,9617.25,2007-09-01
135594,135591,5275,5275,1250, 36 months,0.0807,165.47,A,A4,1 year,MORTGAGE,55000,Not Verified,2007-10-01,Fully Paid,286xx,NC,12,0,01-09-1983,1,0,0,13,0,12430,0.192,32,f,0,0,5504.771552,1304.46,5275,229.77,0,0,0,2008-05-01,4512.61,2007-09-01
136226,136223,4300,4300,850, 36 months,0.1091,140.6,C,C3,1 year,RENT,36000,Not Verified,2007-10-01,Fully Paid,027xx,MA,9.87,0,01-06-2003,0,0,0,8,0,12323,0.44,16,f,0,0,5035.12991,995.32,4300,735.13,0,0,0,2010-04-01,964.01,2016-05-01
136316,136313,3025,3025,1125, 36 months,0.1028,98.01,C,C1,< 1 year,RENT,90000,Not Verified,2007-10-01,Fully Paid,701xx,LA,9.13,0,01-09-1998,0,0,0,10,0,38624,0.978,23,f,0,0,3515.867902,1307.55,3025,490.87,0,0,0,2010-05-01,576.99,2016-05-01
136491,136485,5000,5000,1575, 36 months,0.1217,166.48,D,D2,< 1 year,RENT,10000,Not Verified,2007-10-01,Charged Off,210xx,MD,0,1,01-08-2001,2,15,0,5,0,875,0.547,8,f,0,0,2477.03,779.4,1756.71,574.25,0,146.07,1.48,2009-07-01,333.29,2015-03-01
136634,136631,8500,8500,1275, 36 months,0.1249,284.32,D,D3,8 years,MORTGAGE,85000,Not Verified,2007-10-01,Fully Paid,210xx,MD,6.38,4,01-12-1987,3,15,0,7,0,1196,0.12,16,f,0,0,10235.30514,1535.3,8500,1735.31,0,0,0,2010-10-01,289.62,2010-10-01
137042,136922,25000,5650,725, 36 months,0.1438,194.15,E,E4,2 years,MORTGAGE,480000,Not Verified,2007-10-01,Fully Paid,110xx,NY,2.4,1,01-03-2000,3,12,0,9,0,26628,0.604,18,f,0,0,6989.312454,896.86,5650,1339.31,0,0,0,2010-10-01,203.82,2010-10-01
137106,137103,4275,4275,525, 36 months,0.1028,138.51,C,C1,< 1 year,OWN,31000,Not Verified,2007-10-01,Fully Paid,295xx,SC,24.81,0,01-11-1991,2,0,0,12,0,6752,0.246,18,f,0,0,4382.295761,538.2,4275,107.3,0,0,0,2008-01-01,4105.9,2007-10-01
137271,136588,2100,2100,1100, 36 months,0.1249,70.25,D,D3,< 1 year,RENT,12500,Not Verified,2007-10-01,Charged Off,287xx,NC,14.4,0,01-09-2003,1,0,0,3,0,458,0.916,3,f,0,0,2313.97,1211.82,400.45,160.03,0,1753.49,613.6,2008-06-01,70.25,2016-05-01
137965,137952,8000,8000,3475, 36 months,0.0838,252.1,A,A5,< 1 year,RENT,105000,Not Verified,2007-10-01,Fully Paid,100xx,NY,9.71,0,01-02-1998,0,0,0,7,0,16786,0.447,12,f,0,0,9013.504593,3915.24,8000,1013.5,0,0,0,2010-02-01,2222.28,2011-01-01
138557,138075,8275,8275,625, 36 months,0.0901,263.19,B,B2,10+ years,MORTGAGE,120000,Not Verified,2007-10-01,Fully Paid,290xx,SC,12.16,0,01-02-1981,0,76,0,10,0,7336,0.299,20,f,0,0,9474.504091,715.6,8275,1199.5,0,0,0,2010-10-01,265.32,2010-10-01
138568,138553,3275,3275,1275, 36 months,0.0933,104.65,B,B3,1 year,MORTGAGE,62000,Not Verified,2007-10-01,Fully Paid,286xx,NC,3.83,0,01-08-1997,1,0,0,10,0,7089,0.419,25,f,0,0,3767.310996,1466.66,3275,492.31,0,0,0,2010-10-01,114.05,2010-10-01
139057,139053,5500,5500,1550, 36 months,0.0807,172.53,A,A4,6 years,RENT,54000,Not Verified,2007-10-01,Fully Paid,296xx,SC,6.29,0,01-10-1993,0,0,0,7,0,18388,0.689,22,f,0,0,6207.582068,1749.41,5500,707.58,0,0,0,2010-09-01,12.81,2010-09-01
139657,139245,1200,1200,301, 36 months,0.0996,38.7,B,B5,1 year,OWN,32000,Not Verified,2007-10-01,Fully Paid,662xx,KS,1.13,0,01-07-2002,2,54,0,2,0,613,0.766,7,f,0,0,1393.109735,349.3,1200,193.11,0,0,0,2010-11-01,40.85,2013-07-01
139790,139779,3000,3000,2201, 36 months,0.1249,100.35,D,D3,< 1 year,RENT,29120,Not Verified,2007-10-01,Charged Off,070xx,NJ,12.77,1,01-09-2004,3,14,0,3,0,566,0.515,5,f,0,0,3597.734061,2637.96,1956.75,545,0,1095.984061,389.89,2009-12-01,100.35,2016-05-01
139968,139887,10000,10000,2175, 36 months,0.128,335.98,D,D4,2 years,RENT,36400,Not Verified,2007-10-01,Fully Paid,354xx,AL,18.92,0,01-09-2001,1,41,0,9,0,9166,0.504,20,f,0,0,12074.02691,2626.1,10000,2074.03,0,0,0,2010-07-01,1333.8,2012-04-01
139980,139977,12000,5000,1400, 36 months,0.1091,163.49,C,C3,1 year,MORTGAGE,39000,Not Verified,2007-10-01,Charged Off,300xx,GA,11.78,0,01-05-1994,0,62,76,6,1,5406,0.334,14,f,0,0,4820.71,1347.19,3891.56,844.02,29.97072527,55.16,0.7,2010-03-01,163.49,2010-08-01
140036,140027,4000,1000,550, 36 months,0.0996,32.25,B,B5,1 year,RENT,35000,Not Verified,2007-10-01,Charged Off,070xx,NJ,5.83,0,01-11-2001,2,0,0,7,0,1188,0.03,7,f,0,0,868.81,477.36,719.9,148.91,0,0,0,2010-01-01,32.25,2016-05-01
140452,140448,3000,3000,1826, 36 months,0.0996,96.75,B,B5,1 year,OWN,18000,Not Verified,2007-10-01,Fully Paid,070xx,NJ,15.4,0,01-12-1976,1,0,0,9,0,12003,0.404,9,f,0,0,3528.643953,2146.83,3000,483.65,44.99999994,0,0,2010-10-01,108.86,2010-10-01
140561,140555,2225,2225,225, 36 months,0.1059,72.42,C,C2,2 years,RENT,60000,Not Verified,2007-10-01,Charged Off,921xx,CA,8.14,0,01-08-1994,1,0,0,9,0,20511,0.62,9,f,0,0,520.03,52.38,323.55,110.68,0,85.8,0.86,2008-05-01,72.42,2009-01-01
140687,139696,2825,2825,1700, 36 months,0.0964,90.68,B,B4,3 years,MORTGAGE,70000,Not Verified,2007-10-01,Fully Paid,371xx,TN,18,0,01-09-1997,2,0,0,11,0,55720,0.1,41,f,0,0,3264.399986,1964.42,2825,439.4,0,0,0,2010-11-01,96.65,2016-05-01
140900,140897,8275,8275,575, 36 months,0.0807,259.58,A,A4,9 years,MORTGAGE,49000,Not Verified,2007-10-01,Fully Paid,281xx,NC,9.89,0,01-10-1980,0,0,0,14,0,7744,0.171,34,f,0,0,8539.466798,593.4,8275,264.47,0,0,0,2008-04-01,7501.59,2007-10-01
141041,141022,5275,5275,875, 36 months,0.0964,169.32,B,B4,< 1 year,MORTGAGE,70000,Not Verified,2007-10-01,Fully Paid,273xx,NC,17.57,0,01-11-1992,1,0,0,12,0,51761,0.38,37,f,0,0,6095.488269,1011.1,5275,820.49,0,0,0,2010-11-01,171.85,2010-10-01
141676,141648,6225,6225,1375, 36 months,0.1154,205.4,C,C5,< 1 year,RENT,45000,Not Verified,2007-10-01,Fully Paid,017xx,MA,17.76,0,01-09-2003,0,0,0,10,0,579,0.232,15,f,0,0,6890.119612,1521.91,6225,665.12,0,0,0,2008-12-01,4427.01,2015-09-01
141774,141767,20000,4800,1950, 36 months,0.1312,162.01,D,D5,8 years,MORTGAGE,85000,Not Verified,2007-10-01,Charged Off,088xx,NJ,16.87,0,01-12-1982,0,0,0,15,0,34776,0.543,41,f,0,0,1605.3,651.62,1028.79,427.59,0,148.92,5.7222,2008-08-01,162.01,2016-05-01
142281,142269,7000,7000,550, 36 months,0.1028,226.8,C,C1,2 years,RENT,55400,Not Verified,2007-10-01,Fully Paid,981xx,WA,10.05,0,01-08-2002,0,0,0,15,0,8047,0.338,15,f,0,0,7850.413498,616.82,7000,850.41,0,0,0,2009-05-01,3995.3,2016-04-01
142608,74724,5000,5000,2350, 36 months,0.1059,162.73,C,C2,< 1 year,RENT,15000,Not Verified,2007-10-01,Fully Paid,041xx,ME,24.4,0,01-01-1999,3,0,0,6,0,0,0,6,f,0,0,5931.806949,2787.95,5000,826.81,105,0,0,2010-10-01,490.01,2010-09-01
142618,139881,4800,4800,1625, 36 months,0.1154,158.38,C,C5,< 1 year,RENT,25000,Not Verified,2007-10-01,Fully Paid,354xx,AL,18.19,1,01-09-2000,0,9,0,5,0,409,0.818,17,f,0,0,5701.515761,1930.2,4800,901.52,0,0,0,2010-11-01,162.23,2010-10-01
142734,142718,25000,25000,1725, 36 months,0.0901,795.11,B,B2,10+ years,MORTGAGE,57000,Not Verified,2007-11-01,Fully Paid,980xx,WA,8.93,0,01-04-1981,0,0,0,9,0,185,0.005,18,f,0,0,27752.44158,1914.95,25000,2752.44,0,0,0,2009-06-01,13442.6,2009-06-01
142790,142781,4925,4925,1750, 36 months,0.0996,158.83,B,B5,10+ years,MORTGAGE,84000,Not Verified,2007-10-01,Fully Paid,223xx,VA,4.84,0,01-06-1990,2,0,0,13,0,48251,0.501,28,f,0,0,5664.122277,2012.63,4925,739.12,0,0,0,2010-06-01,665.84,2016-05-01
143102,143098,3000,3000,2003, 36 months,0.1028,97.2,C,C1,< 1 year,RENT,38000,Not Verified,2007-10-01,Fully Paid,700xx,LA,19.93,0,01-09-2000,0,59,0,23,0,772,0.965,29,f,0,0,3499.046563,2335.17,3000,499.05,0,0,0,2010-11-01,98.93,2010-11-01
143128,128262,8000,8000,1370, 36 months,0.1154,263.97,C,C5,1 year,RENT,50000,Not Verified,2007-11-01,Fully Paid,038xx,NH,8.04,1,01-05-1999,1,11,0,9,0,1019,0.045,13,f,0,0,9504.997523,1597.44,8000,1505,0,0,0,2010-11-01,273.47,2016-04-01
143566,143201,12375,12375,275, 36 months,0.1091,404.62,C,C3,3 years,MORTGAGE,46713,Not Verified,2007-11-01,Fully Paid,222xx,VA,16.39,0,01-05-1992,2,38,0,11,0,8332,0.399,28,f,0,0,14566.08622,323.69,12375,2191.09,0,0,0,2010-11-01,405.99,2010-10-01
144579,144575,9850,9850,4125, 36 months,0.0775,307.53,A,A3,2 years,RENT,70000,Not Verified,2007-11-01,Fully Paid,100xx,NY,9.09,0,01-02-1991,1,0,0,12,0,1790,0.045,22,f,0,0,10461.78715,4381.33,9850,611.79,0,0,0,2008-10-01,7387.64,2008-10-01
144635,144623,25000,25000,3725, 36 months,0.128,839.95,D,D4,2 years,MORTGAGE,75000,Not Verified,2007-11-01,Charged Off,341xx,FL,24.85,0,01-06-1990,3,0,0,14,0,62739,0.747,33,f,0,0,9239.37,1371.43,6646.07,2583.15,0,10.15,3.91,2008-10-01,839.95,2016-05-01
146564,138910,8275,8275,2301, 36 months,0.1059,269.31,C,C2,4 years,MORTGAGE,109000,Not Verified,2007-11-01,Charged Off,287xx,NC,24.01,0,01-01-1995,2,60,0,6,0,29901,0.712,19,f,0,0,8094.3,2247.98,6700.52,1372.48,14.99593584,6.31,1.135799999,2010-05-01,553.62,2016-05-01
146641,146626,8000,8000,5050, 36 months,0.1186,265.18,D,D1,2 years,RENT,52000,Not Verified,2007-11-01,Fully Paid,840xx,UT,11.31,0,01-07-2003,1,0,0,6,0,5867,0.743,7,f,0,0,8231.777527,5196.31,8000,231.78,0,0,0,2008-02-01,7703.28,2007-10-01
146671,146655,25000,25000,2850, 36 months,0.0964,802.47,B,B4,< 1 year,MORTGAGE,78000,Not Verified,2007-11-01,Fully Paid,571xx,SD,0.8,0,01-12-2001,1,0,0,8,0,10605,0.221,27,f,0,0,26131.73499,2979.02,25000,1131.73,0,0,0,2008-05-01,22120.23,2009-08-01
146844,146834,15450,15450,3500, 36 months,0.1091,505.16,C,C3,7 years,RENT,120000,Not Verified,2007-11-01,Charged Off,986xx,WA,16.97,0,01-05-1981,3,0,0,27,0,57196,0.445,39,f,0,0,12699.13,2871.53,6316.3,4640.67,20.21764038,1721.94,386.8474,2011-12-01,100.2,2011-12-01
148473,148467,10000,10000,1826, 36 months,0.0901,318.05,B,B2,< 1 year,MORTGAGE,275000,Not Verified,2007-11-01,Charged Off,117xx,NY,2.97,0,01-05-1994,2,28,0,4,0,481,0.802,17,f,0,0,4484.82,817.92,3239.25,893.7,47.68952632,304.18,3.09,2009-07-01,500.11,2011-01-01
149575,149552,10000,10000,2750, 36 months,0.0838,315.12,A,A5,< 1 year,RENT,30000,Not Verified,2007-11-01,Fully Paid,294xx,SC,4.2,0,01-07-2003,1,0,0,2,0,2282,0.19,2,f,0,0,11121.68928,3058.47,10000,1121.69,0,0,0,2009-10-01,19.94,2009-10-01
149754,149751,4000,4000,980, 36 months,0.1091,130.79,C,C3,< 1 year,RENT,14400,Not Verified,2007-11-01,Fully Paid,323xx,FL,8.92,0,01-09-2004,1,0,0,8,0,3614,0.613,13,f,0,0,4708.201721,1139.97,3999.99,708.21,0,0,0,2010-11-01,135.81,2016-05-01
150940,150893,7000,7000,1000, 36 months,0.1059,227.82,C,C2,3 years,MORTGAGE,63500,Not Verified,2007-11-01,Fully Paid,853xx,AZ,8.5,0,01-02-1989,1,0,113,9,1,14930,0.79,21,f,0,0,8174.02191,1167.72,7000,1174.02,0,0,0,2010-05-01,1571.29,2016-04-01
151587,151580,19950,19950,675, 36 months,0.0996,643.36,B,B5,10+ years,MORTGAGE,116000,Not Verified,2007-11-01,Fully Paid,018xx,MA,13.07,0,01-01-1979,0,0,0,7,0,33989,0.829,16,f,0,0,22759.93342,770.07,19950,2809.93,0,0,0,2009-11-01,7966.24,2009-11-01
151607,151590,1500,1500,875, 36 months,0.147,51.78,E,E5,1 year,RENT,25000,Not Verified,2007-11-01,Fully Paid,215xx,MD,3.84,1,01-08-2003,1,5,0,4,0,1238,0.619,6,f,0,0,1664.724606,971.09,1500,164.72,0,0,0,2008-09-01,1199.4,2008-08-01
